Product Name;Variations;Rating;Username;Date;Review;Untruthful Opinion Pelabel 1;Untruthful Opinion Pelabel 2;Untruthful Opinion Pelabel 3;Non-Reviews Pelabel 1;Non-Reviews Pelabel 2;Non-Reviews Pelabel 3;Review Length;Burstiness;Maximum Content Similarity;Label Manual;Translated_Review;Tokenized_Review
sepatu sneakers pria grey white;Variasi: Grey,42;5;s*****d;2023-11-10;Lumayan lah dengan harga cukup murah;0;0;0;1;1;1;1;0;1;Palsu;Lumayan lah dengan harga cukup murah;['lumayan', 'harga', 'cukup', 'murah']
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Full black,42;5;sakya_pitra4;2023-05-13;Semoga sepatuku awet;0;0;0;1;1;1;1;0;1;Palsu;Semoga sepatuku awet;['moga', 'sepatu', 'awet']
SALE TERMURAH !!! ADIDAS EQT21 RUN BLACK WHITE STRIP SILVER;Variasi: Hitam,43;5;satrionuhatman;2023-04-14;Barang bagus, puas lah;0;0;0;0;0;0;1;0;0;Asli;Barang bagus, puas lah;['barang', 'bagus', 'puas']
sepatu sneakers sepatu running adidas run Falcon 3.0 black white strip white;Variasi: Black white,39;5;shinttaalrizky;2023-05-27;Kedua kalinya beli ditoko ini pengiriman cepet bgt langsung dikemas tp ada rijectnya dikit sama bekas lem dibagian outsolnya;0;0;0;0;0;0;0;1;0;Asli;Kedua kalinya beli ditoko ini pengiriman cepet bgt langsung dikemas tp ada rijectnya dikit sama bekas lem dibagian sol luarnya;['beli', 'toko', 'kirim', 'cepat', 'banget', 'kemas', 'riject', 'dikit', 'bekas', 'lem', 'bagian', 'sol']
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: White oren,40;5;shodiq63;2023-12-21;Mantap. Sip. Puas sekali. Proses cepat.;0;0;0;1;1;1;1;0;0;Asli;Mantap. Sip. Puas sekali. Proses cepat.;['mantap', 'puas', 'proses', 'cepat']
sepatu sneakers pria adidas eqt21 run grey/oren;Variasi: Black white,43;5;skm83_shop;2023-12-29;Sesuai dengn harga, mantap;0;0;0;1;1;1;1;0;1;Palsu;Sesuai dengn harga, mantap;['sesuai', 'harga', 'mantap']
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,41;5;slametmockong;2023-10-10;Barang nya Uda di terima bagus mntp mksi toko GK kecewakan barang nya bagus;0;0;0;0;0;0;0;0;0;Asli;Barang nya Uda di terima bagus mntp mksi toko GK kecewakan barang nya bagus;['barang', 'terima', 'bagus', 'mantap', 'terima', 'kasih', 'toko', 'tidak', 'kecewa', 'barang', 'bagus']
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,40;3;syafriicap;2023-10-15;Sesuai dg harganya;0;0;0;1;1;1;1;0;1;Palsu;Sesuai dg harganya;['sesuai', 'harga']
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White black,39;1;syafruddin1981;2023-08-23;pelayanan tdk baik/tdk teliti pesan putih hitam, yang datang putih biru;0;0;0;0;0;0;0;0;0;Asli;pelayanan tdk baik/tdk teliti pesan putih hitam, yang datang putih biru;['layan', 'tidak', 'baik', 'tidak', 'teliti', 'pesan', 'putih', 'hitam', 'putih', 'biru']
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,41;5;t7lrwxp0pn;2023-12-05;Barang bagus,,nyaman dipakai,,;0;0;0;0;0;0;1;0;0;Asli;Barang bagus,,nyaman dipakai,,;['barang', 'bagus', 'nyaman', 'pakai']
sepatu sneakers pria Questar 9 black white;Variasi: Black white,41;3;t7u7pruzdp;2023-12-11;bagus;1;1;1;1;1;0;1;0;1;Palsu;bagus;['bagus']
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: White oren,41;5;tomodachi.store;2023-11-22;Semoga awet;0;0;0;1;1;1;1;0;1;Palsu;Semoga awet;['moga', 'awet']
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10;Variasi: Black white black,40;2;tukinoranto;2023-09-11;Bisa la ,spadan;1;1;1;1;1;1;1;0;0;Palsu;Bisa la ,spadan;['padan']
sepatu running sneakers pria ad!das runfalcon 3.0;Variasi: Black white silver,41;5;u*****5;2023-03-09;Bagus;0;0;0;1;1;0;1;0;1;Palsu;Bagus;['bagus']
sepatu sneakers wanita adidas ultra bounce black pink;Variasi: Black pink,38;5;ulumsyahrul80;2023-01-16;Saran saya , Jika memungkinkan pakai jasa pengiriman JNE saja. Lebih cepat dan lebih amanah..;0;0;0;1;0;1;0;0;0;Asli;Saran saya , Jika memungkinkan pakai jasa pengiriman JNE saja. Lebih cepat dan lebih amanah..;['saran', 'pakai', 'jasa', 'kirim', 'jne', 'cepat', 'amanah']
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Hitam,39;5;umienrais;2023-06-15;keren;0;0;0;1;1;1;1;0;1;Palsu;keren;['keren']
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: White oren,40;5;v*****8;2023-10-26;Belum dicoba, pengiriman cepat, pelayanan cepat,;1;1;1;1;1;0;1;0;1;Palsu;Belum dicoba, pengiriman cepat, pelayanan cepat,;['belum', 'coba', 'kirim', 'cepat', 'layan', 'cepat']
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,40;5;vanadf993;2023-09-23;seller amanah dijamin ga akan kecewa;0;0;0;1;1;1;1;0;0;Asli;penjual amanah dijamin ga akan kecewa;['jual', 'amanah', 'jamin', 'tidak', 'kecewa']
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Grey oren,42;5;vikiiariyanto;2023-08-27;Okeh lahh, cakepp .. mantap pokoknya mah;0;0;0;1;1;1;1;0;1;Palsu;Okeh lahh, cakepp .. mantap pokoknya mah;['oke', 'cakap', 'mantap', 'pokok']
sepatu sneakers pria eqt21 run black silver;Variasi: Black silver,40;5;vt_xwz4ecr;2023-12-16;good;0;0;0;1;1;1;1;0;1;Palsu;Bagus;['bagus']
sepatu sneakers pria ad!das eqt21 run white oren;Variasi: Black white oren,42;1;weiwei_plg;2023-10-09;rincian ukuran centimeter;1;0;1;1;1;1;1;0;0;Palsu;rincian ukuran centimeter;['rincian', 'ukur', 'centimeter']
sepatu sneakers pria sepatu pria adidas Beckenbauer white black;Variasi: White black,42;4;widomelayu;2023-09-06;ok;0;1;0;1;0;1;1;0;1;Palsu;Oke;['oke']
SALE TERMURAH !!! eqt21 run black oren;Variasi: Black white,40;5;wisnusubandi;2023-09-19;lumayan lah;0;0;0;1;1;1;1;0;1;Palsu;itu sudah cukup;['cukup']
Sepatu sneakers wanita ads Falcon white strip black silver oren;Variasi: White black silver o,38;3;x*****w;2023-12-28;size 38 nya sempit.;0;0;0;0;0;0;1;0;0;Asli;size 38 nya sempit.;['ukur', 'sempit']
sepatu sneakers pria eqt21 run cold.rdy carbon grey core black;Variasi: Carbon grey core bla,41;5;yadikaryadi272;2023-09-12;memang mantap produknya sesuai dengan keinginan saya terima kasih.kapan2 beli lg di toko ini sangat puas.makasih shoppi be happy;0;0;0;0;0;0;0;0;0;Asli;memang mantap produknya sesuai dengan keinginan saya terima kasih.kapan2 beli lg di toko ini sangat puas.makasih shoppi be happy;['mantap', 'produk', 'sesuai', 'terima', 'kasih', 'beli', 'toko', 'puas', 'terima', 'kasih', 'shopee', 'bahagia']
sepatu running lari wanita Adds Falcon 3.0 new;Variasi: Black white oren,38;5;yana_qulhu22;2023-08-26;Selalu puas;0;0;0;0;1;1;1;1;1;Palsu;Selalu puas;['puas']
sepatu running lari wanita Adds Falcon 3.0 new;Variasi: White blue,39;5;yana_qulhu22;2023-08-23;Gods job;0;0;0;1;1;1;1;1;1;Palsu;pekerjaan Tuhan;['tuhan']
promo ramadhan !!! sepatu sneakers running sepatu running pria adds duramo 10 grey six white oren;Variasi: Grey six,42;5;yohas1974;2023-04-25;ok;0;1;0;1;0;1;1;0;1;Palsu;Oke;['oke']
SALE TERMURAH !!! ADDS EQT21 RUN;Variasi: Black silver,41;5;yosiaabel20;2023-09-14;Makasih pesanan nyampe dengan aman dan cepat;0;0;0;1;1;1;1;0;0;Asli;Makasih pesanan nyampe dengan aman dan cepat;['terima', 'kasih', 'pesan', 'aman', 'cepat']
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White black,41;3;yosuaedwin;2023-07-27;Kasi bintang sgitu aja dulu - tidak sesuai gambar - barang ada cacat;0;0;0;0;0;0;0;0;0;Asli;Kasi bintang sgitu aja dulu - tidak sesuai gambar - barang ada cacat;['kasih', 'bintang', 'tidak', 'sesuai', 'gambar', 'barang', 'cacat']
sepatu running sneakers pria sepatu adidas eqt21 run black white silver;Variasi: Black silver,42;4;yrony45;2023-12-07;Oke;0;1;0;1;0;1;1;0;1;Palsu;Oke;['oke']
big sale ramadhan!!! adidas eqt21 run black white;Variasi: Black white,40;5;yudiyunaedi131527;2023-04-26;mantappp;0;0;0;1;1;1;1;0;1;Palsu;mantappp;['mantap']
sepatu sneakers running sepatu adds r4n Falcon white strip black;Variasi: White black Oren sil,42;5;yuniorcanz;2023-08-15;Worth it...;0;0;0;1;1;1;1;0;1;Palsu;Sepadan...;['padan']
SALE TERMURAH !!! ADIDAS EQT21 RUN BLACK WHITE STRIP SILVER;Variasi: Hitam,40;5;yusefhidayat;2023-04-12;Sepatu nya keren real pict, pengiriman cepet n seller nya juga ramah.. Thankz ya ..;0;0;0;0;0;0;0;0;0;Asli;Sepatu nya keren gambar asli, pengiriman cepet n penjual nya juga ramah.. Thankz ya ..;['sepatu', 'keren', 'gambar', 'asli', 'kirim', 'cepat', 'jual', 'ramah', 'terima', 'kasih', 'iya']
sepatu adidas original racer tr21 mans;Variasi: White,40;4;yusril_171;2023-04-14;ookelah sesuai deskripsi;0;0;0;1;0;0;1;0;1;Asli;ookelah sesuai deskripsi;['oke', 'sesuai', 'deskripsi']
sepatu sneakers pria adidas eqt21 run grey/oren;Variasi: Grey,41;5;yusufviola82;2023-11-21;manatap;0;0;0;1;1;1;1;0;1;Palsu;manatap;['mantap']
SALE TERMURAH !!! eqt21 run black oren;Variasi: Black oren,41;4;yutriseriyanto15;2023-08-26;lem sedikit kelihatan;0;0;0;0;0;0;1;0;0;Asli;lem sedikit kelihatan;['lem']
Sepatu running pria original adidas duramo 10 black white strip white;Variasi: Black black white,42;3;zaenalmustaghfirin;2023-08-27;keren;0;1;1;1;1;1;1;0;1;Palsu;keren;['keren']
sepatu sneakers running sepatu ad!das run Falcon white strip black tfr grey oren;Variasi: White,40;5;zainalla;2023-04-14;Makasih paket sudah smpe sesuai deskripsi.;0;0;0;1;0;0;1;0;0;Asli;Makasih paket sudah smpe sesuai deskripsi.;['terima', 'kasih', 'paket', 'sesuai', 'deskripsi']
Sale ramadhan !!! Sepatu running pria adidas galaxar bounce full black;Variasi: Black,41;5;zen21;2023-05-01;mantap;0;0;0;1;1;1;1;0;1;Palsu;padat;['padat']
Split iPhone;None;5;1*****a;2023-09-07;guud sihh keren bagus ramah bintang ⭐️⭐️⭐️⭐️⭐️;0;0;0;0;0;0;1;0;0;Asli;guud sihh keren bagus ramah bintang ⭐️⭐️⭐️⭐️⭐️;['bagus', 'keren', 'bagus', 'ramah', 'bintang']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Green / Hijau,64GB;5;4jis1jt6e0;2023-10-27;Suka banget deh pokok nya makasii kak sukses selaluu❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️;0;0;0;1;1;1;0;0;0;Asli;Suka banget deh pokok nya makasii kak sukses selaluu❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️;['suka', 'banget', 'pokok', 'terima', 'kasih', 'kakak', 'sukses']
Aksesoris (Charger & Earphone);Variasi: Charger 5 Watt 1 Set;2;a*****7;2023-01-30;Kabelnya baru 2 hari dipakai udah rusak, ga bisa dipakai;0;0;0;0;0;0;1;0;0;Asli;Kabelnya baru 2 hari dipakai udah rusak, ga bisa dipakai;['kabel', 'baru', 'pakai', 'rusak', 'tidak', 'pakai']
iPhone X 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Silver,256GB;5;a*****_;2023-12-22;Akhirnya paketnya yg ditunggu tunggu akhir Dateng juga pengiriman cepat packing aman ,toko amanah rekomendasi buat yg lagi cari IP disini terjamin kualitas no kaleng kaleng amanah sekali pelayanan juga ramah ,;0;0;0;0;0;0;0;0;0;Asli;Akhirnya paketnya yg ditunggu tunggu akhir Dateng juga pengiriman cepat pengemasan aman ,toko amanah rekomendasi buat yg lagi cari IP disini terjamin kualitas tidak kaleng kaleng amanah sekali pelayanan juga ramah ,;['paket', 'tunggu', 'tunggu', 'kirim', 'cepat', 'kemas', 'aman', 'toko', 'amanah', 'rekomendasi', 'cari', 'iphone', 'jamin', 'kualitas', 'tidak', 'kaleng', 'kaleng', 'amanah', 'layan', 'ramah']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Green / Hijau,128GB;5;a*****l;2023-10-17;kualitas ok mulus, batre health terjamin 👌🏽 perfect;0;0;0;0;0;0;1;0;0;Asli;kualitas ok mulus, batre health terjamin 👌🏽 sempurna;['kualitas', 'oke', 'mulus', 'baterai', 'health', 'jamin', 'sempurna']
Aksesoris (Charger & Earphone);Variasi: Charger 5 Watt 1 Set;5;a*****l;2023-06-09;Barang kualitas bagus dan sudah dicoba;0;0;0;0;0;0;1;0;1;Asli;Barang kualitas bagus dan sudah dicoba;['barang', 'kualitas', 'bagus', 'coba']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Purple / Ungu,256GB;5;akbaremonz;2023-11-23;Thx ya min atas pelayanannya mantab sekali Buat yang lain jangan ragu langsung cekidot aja pantengin live nya;0;0;0;1;0;0;0;0;0;Asli;Thx ya min atas pelayanannya mantab sekali Buat yang lain jangan ragu langsung cekidot aja pantengin live nya;['terima', 'kasih', 'iya', 'admin', 'layan', 'mantap', 'jangan', 'ragu', 'coba', 'perhati']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,64GB;5;alfanmony;2023-12-23;Mantap, puas, dan sangat rekomended utk yg mau beli hp iPhone ,👍👍👍 Sukses slalu utk aple house store;0;0;0;0;0;0;0;0;0;Asli;Mantap, puas, dan sangat direkomendasikan utk yg mau beli hp iPhone ,👍👍👍 Sukses slalu utk aple house store;['mantap', 'puas', 'rekomendasi', 'beli', 'handphone', 'iphone', 'sukses', 'apple', 'house', 'store']
SMARTPHONE 13 NEW GARANSI RESMI 1TAHUN;Variasi: 128GB;5;amargantengbanget;2023-11-05;bagus;0;0;0;1;1;0;1;0;1;Palsu;bagus;['bagus']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Purple / Ungu,256GB;4;arif35_76;2023-11-27;mantap;0;0;0;1;1;1;1;0;1;Palsu;padat;['padat']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: ALL PROVIDER,64GB;5;aureliasyahwa703;2023-12-29;bagussss!;0;0;0;1;1;0;1;0;1;Palsu;bagussss!;['bagus']
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,128 Limited Provider;5;c_sesy;2023-12-04;Okey banget toko ini, mulai dr adminny juga oke . Rekomen pokokny;0;0;0;1;1;0;0;0;0;Asli;Okey banget toko ini, mulai dr adminny juga oke . Rekomen pokokny;['oke', 'banget', 'toko', 'admin', 'oke', 'rekomendasi', 'pokok']
TECHNO SPARK 10 PRO NFC BRAND NEW (8GB/128GB) | (8GB/256GB) GARANSI RESMI;Variasi: 8GB/128GB;5;cadashop_;2023-11-28;Thanks seller, barang sampai dengan selamat dan sesuai,, semoga selalu amanah, tokonya mantap sebelum dikirim dikabarin dulu yang ready warna apa hehe, memuaskan belanja ditoko ini, next bakal order lagi sih ini, btw ini box nya juga sama sekali gak rusak atau penyok, pokoknya aman banget pengirimannya, pertahankan kualitas pelayanan, sebenernya udh langganan sama toko ini tapi biasanya langsung ke toko nya tapi kali ini mager mau order online aja hihi;0;0;0;0;0;0;1;0;1;Asli;Thanks penjual, barang sampai dengan selamat dan sesuai,, semoga selalu amanah, tokonya mantap sebelum dikirim dikabarin dulu yang siap warna apa hehe, memuaskan belanja ditoko ini, selanjutnya bakal mesan lagi sih ini, btw ini box nya juga sama sekali gak rusak atau penyok, pokoknya aman banget pengirimannya, pertahankan kualitas pelayanan, sebenernya udh langganan sama toko ini tapi biasanya langsung ke toko nya tapi kali ini mager mau pesan online aja hihi;['terima', 'kasih', 'jual', 'barang', 'selamat', 'sesuai', 'moga', 'amanah', 'toko', 'mantap', 'belum', 'kirim', 'kabar', 'warna', 'puas', 'belanja', 'toko', 'pesan', 'ngomong', 'ngomong', 'box', 'tidak', 'rusak', 'penyok', 'pokok', 'aman', 'banget', 'kirim', 'tahan', 'kualitas', 'layan', 'langgan', 'toko', 'biasa', 'toko', 'malas', 'gerak', 'pesan', 'online']
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Blue / Biru,128GB;5;chandraassoleh;2023-10-24;good;0;0;0;1;1;1;1;0;1;Palsu;Bagus;['bagus']
SMARTPHONE APPLE  11 64 GB & 128 GB NEW GARANSI RESMI;Variasi: SPLIT PAYMENT;5;d*****1;2023-10-15;Alhamdulillah paket selamat sampe tujuan, order 2x di appelhouse. Dulu offline skrang online, aman semua 🙏;0;0;0;0;0;1;0;0;0;Asli;Alhamdulillah paket selamat sampe tujuan, pesan 2x di appelhouse. Dulu offline skrang online, aman semua 🙏;['alhamdulillah', 'paket', 'selamat', 'pesan', 'applehouse', 'offline', 'online', 'aman']
Iphone 13 Pro Max 128GB/ 256GB/ 512GB BEKAS ORIGINAL 100% | NORMAL FULLSET;Variasi: UNIT BEACUKAI,256GB;5;d*****1;2023-12-31;Barang sesuai apa yg saya pesan, untuk penjual ramah sekali dan responnya jg bagus bgt, rekomended untk tokonya yg mau cari iphone atau hp lainnya, toko sangat terpercaya. Terima kasih Appelhouse.Store;0;0;0;0;0;0;0;0;0;Asli;Barang sesuai apa yg saya pesan, untuk penjual ramah sekali dan responnya jg bagus bgt, direkomendasikan untk tokonya yg mau cari iphone atau hp lainnya, toko sangat terpercaya. Terima kasih Appelhouse.Store;['barang', 'sesuai', 'pesan', 'jual', 'ramah', 'respon', 'bagus', 'banget', 'rekomendasi', 'toko', 'cari', 'iphone', 'handphone', 'toko', 'percaya', 'terima', 'kasih', 'applehouse', 'store']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 64GB,Yellow / Kuning;4;d*****a;2023-05-20;Maaf baru bisa kasih nilai sebulan ini karna pengen liat ada kendala atau ga dan kendala nya hanya di BH yg awalnya dikasih BH 94 namun udah sebulan ini turun jadi 91. Kendala lainnya untuk hp nya belum diupdate ke yg terbaru 🙏🏻 tp untuk semuanya cukup bagus. Mulai dari admin yang responsif sebelum membeli kita dikasih tau dulu bentuk hp nya, BH nya difotokan juga dan dikirim sesuai yang diinformasikan sebelumnya. Terima kasih apple house store 🙏🏻;0;0;0;0;0;0;1;0;1;Asli;Maaf baru bisa kasih nilai sebulan ini karna pengen liat ada kendala atau ga dan kendala nya hanya di BH yg awalnya dikasih BH 94 namun udah sebulan ini turun jadi 91. Kendala lainnya untuk hp nya belum diperbarui ke yg terbaru 🙏🏻 tp untuk semuanya cukup bagus. Mulai dari admin yang responsif sebelum membeli kita dikasih tau dulu bentuk hp nya, BH nya difotokan juga dan dikirim sesuai yang diinformasikan sebelumnya. Terima kasih apple house store 🙏🏻;['maaf', 'baru', 'kasih', 'nilai', 'kendala', 'tidak', 'kendala', 'baterai', 'health', 'kasih', 'baterai', 'health', 'turun', 'kendala', 'handphone', 'belum', 'baru','baru', 'cukup', 'bagus', 'admin', 'responsif', 'belum', 'beli', 'kasih', 'bentuk', 'handphone', 'baterai', 'health', 'foto', 'kirim', 'sesuai', 'informasi', 'belum', 'terima', 'kasih', 'apple', 'house', 'store']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: White / Putih,128GB;5;d*****i;2023-09-07;Bagus, mulus, dpt BH 93%, semuanya normal.. Adminnya super ramah, makasih banyak..;0;0;0;0;0;0;0;0;0;Asli;Bagus, mulus, dpt BH 93%, semuanya normal.. Adminnya super ramah, makasih banyak..;['bagus', 'mulus', 'baterai', 'health', 'normal', 'admin', 'super', 'ramah', 'terima', 'kasih']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 128GB,White / Putih;5;damardivojr;2023-06-11;worth it👌🏻;0;0;0;1;1;1;1;0;1;Palsu;sepadan👌🏻;['padan']
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: TERDAFTAR BEACUKAI,64GB;5;desfika;2023-12-30;Makasih barangnya datang dengan aman Kemarin akhirnya bisa bikin apple id sendiri Harga termasuk murah garansi beacukai so no worries;0;0;0;0;0;0;0;0;0;Asli;Makasih barangnya datang dengan aman Kemarin akhirnya bisa bikin apple id sendiri Harga termasuk murah garansi beacukai jadi jangan khawatir;['terima', 'kasih', 'barang', 'aman', 'kemarin', 'bikin', 'apple', 'id', 'harga', 'murah', 'garansi', 'beacukai', 'jangan', 'khawatir']
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Midnight Green;4;deviideppie;2023-04-03;Tidak sesuai dengan apa yg diorder, kecewa;1;0;1;0;0;1;1;0;1;Palsu;Tidak sesuai dengan apa yg dipesan, kecewa;['tidak', 'sesuai', 'pesan', 'kecewa']
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Red / Merah,256GB;5;dhany..setione;2023-10-23;Bagus sesuai;0;0;0;1;1;0;1;0;1;Palsu;Bagus sesuai;['bagus', 'sesuai']
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Spacegray;4;djelita.id;2023-04-04;Barang sesuai dengan diskripsi, smua berfungsi normal, seller responsif dan sabar menjawab smua pertanyaan, dapat bh 93% sampe dg 5 hr pemakaian tdk turun 👍dan smoga bertahan terus.tokonya amanah;0;0;0;0;0;0;0;0;0;Asli;Barang sesuai dengan diskripsi, smua berfungsi normal, penjual responsif dan sabar menjawab smua pertanyaan, dapat bh 93% sampe dg 5 hr pemakaian tdk turun 👍dan smoga bertahan terus.tokonya amanah;['barang', 'sesuai', 'deskripsi', 'fungsi', 'normal', 'jual', 'responsif', 'sabar', 'baterai', 'health', 'pakai', 'tidak', 'turun', 'moga', 'tahan', 'toko', 'amanah']
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,128GB;5;f*****7;2023-12-23;dapat BH 92% Mantap;0;0;0;0;0;0;1;0;0;Asli;dapat BH 92% Mantap;['baterai', 'health', 'mantap']
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Gold,256GB;5;filmaboy;2023-10-15;sudah 2 kali pesan disinj,iphone mendarat dengan selamat, pelayanannya bagus thankyou min;0;0;0;0;0;0;0;0;0;Asli;sudah 2 kali pesan disinj,iphone mendarat dengan selamat, pelayanannya bagus terima kasih min;['pesan', 'iphone', 'darat', 'selamat', 'layan', 'bagus', 'terima', 'kasih', 'admin']
SAMSUNG GALAXY A04 4/ 64GB;None;5;giscaaw97;2023-06-29;ALHAMDULILLAH BUAT MAMA😭💗;0;0;0;1;1;1;1;0;0;Asli;ALHAMDULILLAH UNTUK IBU 😭💗;['alhamdulillah']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Red / Merah,64GB;5;h*****1;2023-10-22;Mantap;0;0;0;1;1;1;1;0;1;Palsu;Mantap;['mantap']
SMARTPHONE IPHONE 14 PROMAX BARU GARANSI RESMI;Variasi: 128 GB;5;iindaeyani;2023-11-21;Mantap sekali, pengiriman super cepat.;0;0;0;1;1;1;1;0;1;Palsu;Mantap sekali, pengiriman super cepat.;['mantap', 'kirim', 'super', 'cepat']
MACBOOK PRO RETINA 2015 13inch NON TOUCHBAR (i5 2,7 GHz) SECOND UNIT ORIGINAL;Variasi: 8GB/128GB;5;j*****4;2023-11-24;worthit Gg bgttt pknya seller nya baikkk bgt;0;0;0;1;1;0;1;0;0;Asli;sepadan Gg bgttt pknya penjual nya baikkk bgt;['padan', 'banget', 'pokok', 'jual', 'baik', 'banget']
iPhone 8Plus 64GB/256GB Second Original 100% | NORMAL MULUS FULLSET;Variasi: 64GB,Red;5;jajangrodiat096;2023-05-11;Sampai dengan selamat,next order lagi,enak kalo toko nya amanah😍😍😍😍;0;0;0;0;0;0;0;0;0;Asli;Sampai dengan selamat,pesanan berikutnya lagi,enak kalo toko nya amanah😍😍😍😍;['selamat', 'pesan', 'toko', 'amanah']
SPLIT IPHONE SEMARANG;None;5;jesica12.dwanesyeba;2023-10-17;sesuaiii;0;0;0;1;1;1;1;0;1;Palsu;sesuaiii;['sesuai']
iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: White,128GB;5;joysimat18;2023-11-17;sangat memuaskan;0;0;0;1;1;1;1;0;1;Palsu;sangat memuaskan;['puas']
iPhone 8 64GB/256GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Red,64 Limited Provider;5;jualanku.laku;2023-11-17;mksih kk psnnny sdh smp, brg mulus ya ada goresan dikit dipinggir tp gk mslh.. beli ini buat hp 2, butuh kameranya buat kerjaSip mantappppppp...;0;0;0;0;0;0;0;0;0;Asli;mksih kk psnnny sdh smp, brg mulus ya ada goresan dikit dipinggir tp gk mslh.. beli ini buat hp 2, butuh kameranya buat kerjaSip mantappppppp...;['terima', 'kasih', 'kakak', 'pesan', 'barang', 'mulus', 'iya', 'gores', 'dikit', 'pinggir', 'tidak', 'beli', 'handphone', 'butuh', 'kamera', 'mantap']
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: 256GB,Spacegray;3;k*****a;2023-06-07;Ga beruntung banget dapet yg ghost touch jadi harus benerin lcd dan keluar uang lagi krn gaada garansi;0;0;0;0;0;0;0;0;0;Asli;Ga beruntung banget dapet yg ghost touch jadi harus benerin lcd dan keluar uang lagi krn gaada garansi;['tidak', 'untung', 'banget', 'ghost', 'touch', 'baik', 'lcd', 'uang', 'tidak', 'garansi']
iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black,128GB;5;kikianggraini2000;2023-11-15;Barang aman pengiriman cepat;0;0;0;0;0;0;1;0;1;Asli;Barang aman pengiriman cepat;['barang', 'aman', 'kirim', 'cepat']
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 128GB,Black / Hitam;4;l*****2;2023-07-11;Hp nya sampe dengan aman, pengiriman cepat, pelayanan ramah,;0;0;0;0;0;0;0;0;1;Asli;Hp nya sampe dengan aman, pengiriman cepat, pelayanan ramah,;['handphone', 'aman', 'kirim', 'cepat', 'layan', 'ramah']
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: White / Putih,128GB;4;l*****o;2023-12-21;Cuma nitip beli nya di saya.;1;1;0;1;1;1;1;0;0;Palsu;Cuma nitip beli nya di saya.;['titip', 'beli']
