Product Name;Variations;Rating;Username;Date;Review;Untruthful Opinion Pelabel 1;Untruthful Opinion Pelabel 2;Untruthful Opinion Pelabel 3;Non-Reviews Pelabel 1;Non-Reviews Pelabel 2;Non-Reviews Pelabel 3;Review Length;Burstiness;Maximum Content Similarity;Label Final
Kabel Flex Fleksibel Konektor SATA HDD SSD HP 15 15S 15-GW0011LA G8;None;1;y*****k;2023-10-14;admin cuek, kalau ditanya jawab nya bisa semua, kabel ga nyampe disuruh muter, lawak kwkwkwk;0;0;0;0;0;0;0;0;0;Asli
Mouse feet Logitech mx master 3 alas rubber replacement pengganti;None;4;yahdiputra69;2023-11-14;ini udah ada di bawaannya, apa ditempel lagi, ahh nafsu beli aja, ternyata kurang manfaat sih;0;0;0;0;0;0;0;1;0;Asli
SPLITTER AUX 3.5mm AUDIO JACK PUTIH SPEAKER HEADSET EARPHONE HEADPHONE;None;4;yunusjayasukmana;2023-10-18;blm dicb, smg awet;1;1;1;1;1;0;1;1;1;Palsu
Kabel DisplayPort to DisplayPort 1.8 Meter Display Port DP Cable;None;4;yunusjayasukmana;2023-10-18;blm dicb, smg awet;1;1;1;1;1;0;1;1;1;Palsu
FLEX CABLE LENOVO IDEAPAD 3 SLIM UPGRADE KIT HDD SSD Lenovo Ideapad 3 15ARE05 15ADA05 15IIL05 15IML05  15IGL05 15IWL05 15IKB05 15IGL05 S350 GS550 KABEL SATA III SECOND HDD SSD CONNECTOR FLEKSIBEL CABLE;None;3;z*****3;2023-11-25;Sayang ngga masuk, meski udah terpasang rapat. Entah salahnya di mana;0;0;0;0;0;0;0;0;0;Asli
Kabel Charger 2 Pin 4mm Magnetic Blender Smart Watch Smartband 2pin 4 mm Casan Smartwatch Kabel USB;Variasi: Hitam;1;zadazadazada;2023-08-05;yee memang yang murahan kurang menjanjikan, saya tau itu ok terima kasih seller;0;0;0;0;0;0;0;0;0;Asli
FLEX CABLE LENOVO IDEAPAD 3 SLIM UPGRADE KIT HDD SSD Lenovo Ideapad 3 15ARE05 15ADA05 15IIL05 15IML05  15IGL05 15IWL05 15IKB05 15IGL05 S350 GS550 KABEL SATA III SECOND HDD SSD CONNECTOR FLEKSIBEL CABLE;None;1;zidanparker;2023-12-28;Tidak bisa digunakan, tidak terbaca.;0;0;0;0;0;0;1;0;1;Asli
Paket Harmonika (10 Hole) & Harmonica Holder HY10-HH02;Variasi: Biru;4;2w5jhrb4wh;2023-10-24;Recomended...;0;0;0;1;1;0;1;0;1;Palsu
Stick Drum PRO MARK The Rev BONUS Tas Softcase Stik Drum STKD-15;None;3;3ziiw_mssw;2023-03-17;soal kualitas saya belum tau soal nya blm di pakek;1;0;1;1;0;0;1;0;0;Asli
Stick Drum BRANDOS Nylon Ukuran 5A Stik Drum Impor STKD-65 Hitam;Variasi: Stick ONLY;4;4*****f;2023-06-03;Barangnya bagus, tampilannya keren, enak dipegang, beratnya pas, harga terjangkau.. Cuman sayang ada kendala.. Pengirimannya kena macet, tertahan d satu DC smpe empat hari,, jadi yg tadinya mau dpake pas pentas, kaga jadi.. Akhirnya malah pinjem. Agk kecewa, tapi yudh lah, yg pnting barang sampe dg selamat. Terimakasih, semoga awet dan tahan lama.;0;0;0;0;0;0;1;0;0;Asli
Stick Drum BRANDOS Nylon Ukuran 5A Stik Drum Impor STKD-65 Hitam;Variasi: + Sarung;2;6jut8nhs5k;2023-07-28;Kurang enak mukulnya pake ini, kurang nyaring terlalu berat 😑😑😑;0;0;0;0;0;0;0;0;0;Asli
Stick Drum Zildjian Travis Barker BONUS Tas Softcase STKD-20 Stik Drum;Variasi: Emas;4;Pengguna Shopee;2023-10-27;okw;0;1;0;1;0;1;1;0;1;Palsu
Pick Gitar Holder Tempel Tempat Wadah BONUS Pick Gitar (1 pc) PK-36;Variasi: Hitam;4;a*****4;2023-07-05;bagus;0;0;0;1;1;0;1;0;1;Palsu
Senar Gitar Klasik NIlon (028-045) Philter CX-28 Nylon Guitar Strings;None;4;a*****8;2023-06-19;Semoga berkualitas dan tahan lama sesuai harapan.;0;0;0;1;1;0;1;0;1;Palsu
Kunci L Gitar Elektrik Locking Nut Up Down L-100;None;4;a*****8;2023-11-27;MenariK;0;0;0;1;1;1;1;0;1;Palsu
Stick Pound Fit Workout Ripstix Poundfit Stik Nylon BRANDOS STKD-65;Variasi: Biru,+ Sarung;3;a*****d;2023-05-17;Order warna biru, malah dikirim hijau;0;0;0;0;0;0;1;0;0;Asli
Pick Gitar Ibanez Celluloid (0.73 mm) Standard Guitar Pik PIC-073;None;4;a*****r;2023-04-23;Belum di cek semoga aman. Terima kasih penjual;1;1;1;1;0;0;1;0;1;Palsu
Tas Softcase Gitar Jumbo dan 36 Inch Ukuran 3/4 YAMAHA Gigbag Guitar Klasik Akustik SCG;Variasi: 36 inch (3/4);4;abdulazis516;2023-11-28;oke;0;1;0;1;0;1;1;0;1;Palsu
Nut + Saddle Bridge + Pin (6 pcs) Gitar Akustik Impor 1 Set HITAM;None;3;abdulqodir094;2023-07-04;Bagus;1;1;1;1;1;0;1;0;1;Palsu
Senar Gitar Akustik Elektrik (010-047) Philter LX-10 Guitar Strings;Variasi: Akustik (011);4;agustinus2008;2023-06-19;Semoga berkualitas dan tahan lama sesuai harapan.;0;0;0;0;0;1;1;0;1;Asli
Capo Gitar BONUS Pick 3 PCS Holder Pencabut Pin Akustik Klasik Guitar CP-101-102;Variasi: Silver;4;alanfajri490;2023-09-28;bagus;0;0;0;1;1;0;1;0;1;Palsu
Lemon Oil Pembersih Fret Fingerboard Gitar Biola Guitar Polish LMO-06;None;2;alfarhpratama96;2023-08-06;kualitas packaging sangat buruk, sampai dirumah bocor.;0;0;0;0;0;0;1;1;0;Asli
Senar Gitar Elektrik Ernie Ball Extra Slinky (08) Ernieball Erniball;None;4;alvin.marser;2023-04-23;Belum di cek semoga aman. Terima kasih penjual;1;1;1;1;1;0;1;1;1;Palsu
Pembersih dan Pelumas Senar Gitar Biola String Cleaner Fast Fret TCM T-001;None;4;alvin.marser;2023-04-23;Belum di cek semoga aman. Terima kasih penjual;1;1;1;1;1;0;1;1;1;Palsu
Kabel Jack Fender 10 Meter Vintage Voltage Gitar dan Bass FC-10 Black;Variasi: 10 Meter;4;alvin.marser;2023-04-23;Belum di cek semoga aman. Terima kasih penjual;1;1;1;1;1;0;1;1;1;Palsu
Senar Gitar Bass Elektrik 040 String Guitar (5 Senar) Orphee SB95X;Variasi: 5-Strings;4;alvin.marser;2023-04-23;Belum di cek semoga aman. Terima kasih penjual;1;1;1;1;1;0;1;1;1;Palsu
Pembersih Body Alat Musik Akustik Gitar Biola Guitar Polish LMP-06;None;4;alvin.marser;2023-04-23;Belum di cek semoga aman. Terima kasih penjual;1;1;1;1;1;0;1;1;1;Palsu
Stand Gitar Dinding Tembok Wall Guitar Mount Bracket Hook SG-27;None;4;alvinabdillah25;2023-08-09;Sesuai;0;0;0;1;1;0;1;1;1;Palsu
Stick Drum Zildjian Travis Barker BONUS Tas Softcase STKD-20 Stik Drum;Variasi: Hitam;4;andri.setyawan29;2023-09-22;So so lah ya;0;0;0;1;1;1;1;1;0;Palsu
Tas Hardcase Stick Drum Zildjian Gigbag Stik Drum HCD-01;Variasi: Zildjian;4;andri.setyawan29;2023-09-22;Lumayan;0;0;0;1;1;1;1;1;1;Palsu
Tas Gitar Bass Just In Case Elektrik Listrik Semi Hardcase Gigbag Softcase Busa Tebal JIC-2B;Variasi: Gitar Bass;4;anton.smash;2023-10-16;Lmyanan mantappppp...;0;0;0;1;1;1;1;0;0;Asli
Handle Tremolo Arm Gitar Model Fender Stratocaster Guitar HT-01;Variasi: Chrome Putih 5 mm;4;arlitakris;2023-07-11;bagus;0;0;0;1;1;0;1;0;1;Palsu
Pick Jari Gitar (1 Set 5 pcs) Celluloid Guitar Finger Pick PJ-001-005;None;4;b*****5;2023-08-29;Pengiriman cepat pokok nya okelah👌👌👌👌👌👌👍👍👍👍;0;0;0;1;1;1;1;1;1;Palsu
Pick Jari Jempol Gitar Celluloid Guitar Thumb Finger Pick PJ-005;None;4;b*****5;2023-08-29;Pengiriman cepat pokok nya okeh lah 👌👌👌👌👌👌👌👌👌👌👌👍👍👍👍👍;0;0;0;1;1;1;0;1;1;Palsu
Pick Gitar Holder Tempel Tempat Wadah BONUS Pick Gitar (1 pc) PK-36;Variasi: Hitam;4;b*****5;2023-08-29;Pengiriman cepat pokok nya okeh lah 👌👌👌👌👌👌👍👍👍👍👍👍;0;0;0;1;1;1;0;1;1;Palsu
Senar Gitar Akustik (011-052) Elixir Nanoweb 80/20 Bronze 11027;Variasi: Packing Lama;4;b*****5;2023-08-29;Pengiriman cepat pokok lah👌👌👌👌👌👌👌👌👍👍👍👍👍;0;0;0;1;1;1;1;1;1;Palsu
Stick Pound Fit Workout Ripstix Poundfit Stik Nylon BRANDOS STKD-65;Variasi: Hijau,+ Sarung;3;b8650wkc0n;2023-01-25;biasa aja;0;0;0;1;1;1;1;0;1;Palsu
Karet Strap Lock Gitar Safety Strap Rubber Pengunci Pengaman SL-08;None;1;barisin;2023-03-24;Kualitas buruk;0;0;0;0;1;1;1;0;1;Palsu
Pick Jari Jempol Gitar Celluloid Guitar Thumb Finger Pick PJ-005;None;4;brianalie;2023-07-01;Barang belum dicoba semoga barangnya awet.;1;1;1;1;1;0;1;0;1;Palsu
Pelindung Jari Gitar Silikon (5 pcs) Finger Guitar Silicon Cover SJ-004;None;4;crdqxjtx1i;2023-11-02;Warna tidak sesuai di display warna biru.;0;0;0;0;0;0;1;1;1;Palsu
Stand HP Dock Holder Meja Universal Tablet iPad iPhone Monopod HD-23;None;4;crdqxjtx1i;2023-11-02;Bagus;0;0;0;1;1;0;1;1;1;Palsu
Senar Gitar Elektrik Ernie Ball Super Slinky (09) Ernieball Erniball;None;4;cuwak;2023-02-09;Pengiriman cepat;0;0;0;1;1;1;1;0;1;Palsu
Cover Keyboard Yamaha Gigbag Softcase Hardcase;Variasi: YAMAHA;4;d*****2;2023-03-29;Plastik agak tipis. Bagian sudut2 ada karetnya. Tq seller;0;0;0;0;0;0;1;0;0;Asli
Stick Pound Fit Workout Ripstix Poundfit Stik Nylon BRANDOS STKD-65;Variasi: Hijau,Stick Only;4;d*****7;2023-02-03;Barangnya oke;0;1;0;0;0;1;1;0;1;Palsu
Stand Microphone & Mic Holder Lantai Bulat Piringan Hitam SM-105;Variasi: Tiang Lurus;4;defana_studio;2023-04-17;Lumayan;0;0;0;1;1;1;1;0;1;Palsu
Rosin Biola Impor Kotak Kayu Violin Viola Cello Lark RSN-066;None;3;dianita_sari;2023-06-07;pecah saat diterima;0;0;0;0;0;0;1;0;0;Asli
Tas Hardcase Stick Drum TAMA Gigbag Stik Drum HCD-03;Variasi: BRANDOS Hitam;4;didyrhiady;2023-08-29;"Mau di upload video kepanjangan. 
Over all bagus, tapi sayang bnyak bekas kya cat tembok luntur gitu di bodi nya. Jd tetap sy kasih 4 bintang karna oke tas nya.";0;0;0;0;0;0;0;0;0;Asli
"Drumhead 14"" Snare Drum Head Kulit Putih White Transparan Clear DHD";Variasi: Putih Susu;3;dimas_rasyad_aryasatya;2023-07-16;oke;0;1;0;1;0;1;1;0;1;Palsu
Pickguard / Beskemer Ukulele Stiker Pick Guard PU-02 Kupu-Kupu;None;3;dinnaii479;2023-05-05;Bagus sih,cuma tipis aja kaya stiker di kirain tebel,tpi gpp;0;0;0;0;0;0;0;0;0;Asli
Pick Gitar Fender Celluloid (0.71 mm) Standard Guitar Pik PBF-071;None;3;doni2695;2023-09-28;1 warna tidak sesuai dengan warna pesanan saya .. Warus nya warna pink 22 nya;0;0;0;0;0;0;0;0;1;Asli
Strap Gitar TIDAK BUTUH Strap Lock End Pin Ukulele Gitarlele Gantung Sound Hole Pundak Hootenanny;Variasi: Biru;4;edy.23.es;2023-11-15;Alhamdulillah barang sudah sampai terima kasih;0;0;0;1;1;1;1;1;1;Palsu
Pick Gitar Holder Tempel Tempat Wadah BONUS Pick Gitar (1 pc) PK-36;Variasi: Biru;4;edy.23.es;2023-11-15;Alhamdulillah barang sudah sampai terima kasih;0;0;0;1;1;1;1;1;1;Palsu
Pembersih Body Alat Musik Akustik Gitar Biola Guitar Polish LMP-06;None;4;edy.23.es;2023-11-15;Alhamdulillah barang sudah sampai terima kasih;0;0;0;1;1;1;1;1;1;Palsu
Capo Gitar Impor Berkualitas Rock You Gitar Akustik Ukulele CP-591;Variasi: Biru;4;edy.23.es;2023-11-15;Alhamdulillah barang sudah sampai terima kasih;0;0;0;1;1;1;1;1;1;Palsu
Cowbell Drum Besi Taiwan Perkusi Latin Percussion Cow Bell CCB-40;Variasi: 7.5 Inch;4;el_muhasiby;2023-12-15;Bagus;0;0;0;1;1;0;1;0;1;Palsu
Kabel Adapter HP Type C to AUX 3.5mm Female Audio & Mic Vention BGC;None;4;emika0489;2023-07-20;it works;0;0;0;1;1;0;1;1;1;Palsu
Kabel Audio AUX Splitter 30cm (2x) Headset Earphone Output Vention BBW;None;4;emika0489;2023-07-20;it works;0;0;0;1;1;0;1;1;1;Palsu
Ring Karet Anti Selip Mic Holder Genggam Handle Microphone Slip Ring;None;4;emika0489;2023-07-20;Respon lambat;0;0;0;1;1;1;1;1;0;Palsu
Tas Gitar Bass Just In Case Elektrik Listrik Semi Hardcase Gigbag Softcase Busa Tebal JIC-2B;Variasi: Gitar Bass;4;engelbertfn_;2023-10-16;Lumayan;0;0;0;1;1;1;1;0;1;Palsu
Biola Violin 4/4 Full Solid Wood Lespoir Hardcase Bow Rosin VL-44W Putih;None;3;feifei109;2023-11-27;kualitas tidak bagus;0;0;0;0;1;1;1;0;1;Palsu
Cover Keyboard Yamaha Gigbag Softcase Hardcase;Variasi: YAMAHA;4;ferdi5412;2023-05-08;baik;0;0;0;1;1;1;1;0;1;Palsu
Tas Semi Hardcase Ransel Keyboard YAMAHA PSR Gigbag Softcase SCK-SX;Variasi: Ransel;4;g*****a;2023-12-17;pesanan yg dikirim sesuai, pengiriman juga cepat. semoga awet. thanks seller;0;0;0;1;0;0;0;1;0;Asli
Stand Keyboard X Single Silang;None;3;g*****p;2023-01-02;Biasa aja;0;0;0;1;1;1;1;0;1;Palsu
Stand HP Holder Meja Kaki Bulat Universal Monopod Tripod SM-011ZH;None;2;ghemalangun;2023-05-23;Sesuai ma harga, tp kurang bgt wkwkw Dia gamau stay gitu malah turun ke bawah karna hp nya keberatan;0;0;0;0;0;0;0;0;0;Asli
Tas Gitar Bass Just In Case Elektrik Listrik Semi Hardcase Gigbag Softcase Busa Tebal JIC-2B;Variasi: Gitar Elektrik;4;hanny00id;2023-10-16;Masih kurang hardcase;0;0;0;0;0;0;1;0;0;Asli
Kabel Jack Fender 6 Meter Jack Model L Vintage Voltage Gitar Dan Bass FC-06L;Variasi: 3 Meter;4;heru046;2023-12-03;ok;0;1;0;1;0;1;1;0;1;Palsu
Pin Bridge Tulang Sapi Gitar Akustik (6 PCS) Folk Guitar Cow Bone GP-08;None;4;hilmansupriatna79;2023-11-07;Belum dicoba, sementara kasih bintang 4 dulu terimakasih, semoga kedepannya bisa menjadi toko langganan.;1;1;1;1;1;0;0;1;0;Palsu
Stick Drum Zildjian Travis Barker BONUS Tas Softcase STKD-20 Stik Drum;Variasi: Cokelat;4;ikmalikmal18;2023-10-18;bolong bagian tas nya harus di akalin jadinya;0;0;0;0;0;0;1;0;0;Asli
Tas Semi Hardcase Cajon Kotak Gigbag Softcase SCC-01B Biru;None;4;ipankheroez;2023-05-30;ternyata kekecilan, hiks 🥲;0;1;0;0;0;0;1;0;0;Asli
Pin Bridge ABS Besi Metal Gitar Akustik (6 PCS) Folk Guitar Impor GP-06;None;2;isti.nurhidayah;2023-05-23;biasa aja;1;0;0;1;1;1;1;0;1;Palsu
Bow Biola Ukuran 4/4 Violin Viola;Variasi: 4/4;2;j*****2;2023-10-18;Lengkungan kayu Bow-nya menyentuh bulu dan ada bekas seperti patah. pengiriman dan pengepakam cukup aman karena dalam pipa, kurang buble wrap Sudahlah, apa adanya...;0;0;0;0;0;0;0;0;0;Asli
Pin Bridge ABS Besi Metal Gitar Akustik (6 PCS) Folk Guitar Impor GP-06;None;1;j*****3;2023-12-14;maaf kualitas tidak sesuai yg di harapkan,ini plastik bukan besi Penipuan;0;0;0;0;0;0;0;0;0;Asli
Stick Drum Grip Karet Anti-Slip Tidak Licin Bahan Kayu Maple Ukuran 5A BRANDOS STKD-66;Variasi: Merah;4;j*****h;2023-12-15;Stick drum grip karet.. karetnya sedikit longgar.;0;0;0;0;0;0;1;0;0;Asli
Kabel Jack Fender 3 Meter Vintage Voltage Gitar Dan Bass FCL-03;Variasi: Model L Hitam;4;j*****q;2023-05-12;barang dikemas dengan bagus;0;0;0;1;1;0;1;0;0;Asli
Tas Semi Hardcase Cajon Kotak Gigbag Softcase SCC-01B Biru;None;4;j141e2_u7z;2023-04-06;baik;0;0;0;1;1;1;1;0;1;Palsu
Stand Book 2 Mic Holder Lipat Besar Bolong Buku Partitur LK-340-1;None;4;jeconia.art;2023-04-09;Stand book nya cukup bagus build quality nya... Semoga bisa awet dalam penggunaan Terima kasih;0;0;0;0;0;0;0;0;0;Asli
Marakas Tabung Kayu BRANDOS Shaker Maracas Perkusi Kecrekan MK-41-42;Variasi: 4 x 6 cm;1;jihanfathimah3334;2023-01-14;BARANG PECAH RETAK, KERETAKAN BERPENGARUH PADA SUARA 👎🏻;0;0;0;0;0;0;0;0;0;Asli
Kabel Adaptor Cabang 4 Efek Gitar Spliter 1 to 4 Kabel Cumi WAC-004;None;4;jimmysandika777;2023-05-04;Josss;0;0;0;1;1;1;1;0;1;Palsu
Stiker Fret Gitar Balok Silver Fingerboard Guitar Label Sticker SV-92;None;4;joergenngangi;2023-04-04;oke;0;1;0;1;0;1;1;0;1;Palsu
Tuning Fork A 440Hz Garpu Tala 4.5mm Diameter Tuner A-440Hz;None;4;juprirahayu;2023-08-02;Harga hemat murah meriah;0;0;0;1;1;0;1;0;1;Palsu
Capo Gitar Impor Taiwan D'Astro Gitar Akustik Ukulele DASTRO Murah CP - 592;None;4;k*****y;2023-07-10;lumayan bagus;0;0;0;1;1;0;1;0;1;Palsu
Tas Gitar Akustik Klasik Just In Case Semi Hardcase Gigbag JIC-1A;Variasi: Akustik Hitam;4;kokoariyanto16;2023-05-02;Mantap;0;0;0;1;1;1;1;0;1;Palsu
Stiker Fret Gitar Balok Silver Fingerboard Guitar Label Sticker SV-92;None;3;l*****n;2023-05-09;lumayan Thx;0;0;0;1;1;1;1;0;1;Palsu
Kabel Adaptor Cabang Efek Gitar Spliter Cumi Daisy Chain Joyo WAC;Variasi: Cabang 3;4;lg4xd30hxp;2023-02-03;Trima kasih seller brg mendarat dgn baik;0;0;0;1;1;0;1;0;0;Asli
LEM DEXTONE INSTANT GLUE CYANOACRYLATE ADHESIVE LEM KOREA;Variasi: Epotec;4;loso23;2023-09-21;Paket sudah diterima, maap gak berani buka karna pesanan orang;0;0;0;1;1;1;0;1;1;Palsu
Selang Pianika YAMAHA Pianica Alat Musik Tiup Piano SP-32D;Variasi: No Packaging;4;loso23;2023-09-21;Paket sudah diterima, maap gak berani buka karna pesanan orang;0;0;0;1;1;1;0;1;1;Palsu
Drum Pad 12 Inch BRANDOS BONUS 1 Set Stick Drumpad DPD-912 STKD;Variasi: Biru;4;m*****9;2023-05-01;Bagus nii jadi kado anak umuran TK buat latihan drumband di rumah;0;0;0;1;1;0;0;0;0;Asli
Capo Gitar BONUS Pick 3 PCS Holder Pencabut Pin Akustik Klasik Guitar CP-101-102;Variasi: Hitam;4;manachem;2023-09-27;Pas sesuai dgn pesanan;0;0;0;0;0;0;1;0;1;Asli
Stick Drum Fire TAMA BONUS Tas Softcase STKD-13 Stik Drum;None;4;mariaelisabeth133;2023-05-24;mantap;0;0;0;1;1;1;1;0;1;Palsu
Handle Tremolo Arm Gitar Model Fender Stratocaster Guitar HT-01;Variasi: Full Hitam 5 mm;4;marsani525;2023-07-15;Belum dicoba cocok atau tidak, intinya bagus;1;1;1;1;1;1;1;0;0;Palsu
Nut & Saddle Bridge Tulang Sapi Gitar Akustik Cow Bone GCB;Variasi: Gitar Akustik;1;martinnabawi;2023-05-17;Pesen yg bwt akustik, dikirim malah yg klasik kecewa!!;0;0;0;0;0;0;1;0;0;Asli
Tas Hardcase Stick Drum BRANDOS Gigbag Stik Tabung HCD BRANDOS STKD;Variasi: Hitam;3;miekedewimeinar;2023-06-13;Tasnya ada sobek dinahian bawah Sayang sekali padahal buat hadiah ulang tahun.. Agak kecewaa jadinya;0;0;0;0;0;0;0;1;0;Asli
Stick Drum Zildjian Travis Barker BONUS Tas Softcase STKD-20 Stik Drum;Variasi: Merah;4;miftahul_jannah08101995;2023-10-30;bagus;0;0;0;1;1;0;1;0;1;Palsu
Capo Gitar BONUS Pick 3 PCS Holder Pencabut Pin Akustik Klasik Guitar CP-101-102;Variasi: Kayu Coklat Tua;4;muflihthafa;2023-05-20;good;0;0;0;1;1;0;1;0;1;Palsu
Strap Gitar Winnie The Pooh BONUS Pick Tali Sabuk Rock You S-617;None;3;n*****a;2023-11-16;Produk oke, dengan harga sgimi, wor ot untuk dibeli ini.m Produk oke, dengan harga sgimi, wor ot untuk dibeli ini.m Produk oke, dengan harga sgimi, wor ot untuk dibeli ini.m Produk oke, dengan harga sgimi, wor ot untuk dibeli ini.m;1;1;0;1;1;1;0;1;0;Palsu
Mic Cover Sarung Microphone Mic Sarung Mikrofon 1 PC HITAM MC-H;None;3;n*****a;2023-11-16;Lumayan bagus dan murahhhhhhhhhhhh Lumayan bagus dan murahhhhhhhhhhhh Lumayan bagus dan murahhhhhhhhhhhh Lumayan bagus dan murahhhhhhhhhhhh;0;1;0;1;1;1;0;1;1;Palsu
Guitar Tools 3 in 1 String Winder + Bridge Pins Puller + String Cutter Gitar WG-31;None;4;n*****a;2023-11-16;Barang berfungsi dgn baik, harga mantullah, god jobbbbbb ini maahhhhhhhhhhhhhhhhBarang berfungsi dgn baik, harga mantullah, god jobbbbbb ini maahhhhhhhhhhhhhhhh Barang berfungsi dgn baik, harga mantullah, god jobbbbbb ini maahhhhhhhhhhhhhhhh;0;1;0;1;1;1;0;1;1;Palsu
Headphone Tascam TH-02 Multi-Use Studio Grade Closed-Back Headphones;None;4;novrtaulabi;2023-12-01;Top lahhhhh sesuai hargax;0;0;0;0;1;1;1;0;1;Palsu
Senar Gitar Akustik (010) No. 1 Nada E Satuan Ketengan Orphee TX-1;Variasi: 011 Inch;4;o*****1;2023-04-07;Lumayan buat ganti senar gitar yang suka putus. Jd kalau beli satuan ga berasa dibandingkan  beli sepaket;0;0;0;0;0;0;0;0;0;Asli
Efek Gitar Bass EQ Equalizer Tomsline Engineering Effect Guitar Pedal AEB-3;None;1;o*****_;2023-03-06;Tidak berfungsi;0;0;0;0;0;0;1;0;1;Asli
Kunci L Gitar Elektrik Locking Nut Up Down L-100;None;4;ofcp1t6zju;2023-05-29;bagus tapi keknya salah beli aku;0;0;0;0;0;0;1;0;0;Asli
Stand Gitar Dinding Tembok Wall Guitar Mount Bracket Hook SG-27;None;3;ogamadhani;2023-03-13;Lumayan dengan harga segitu;0;0;0;1;1;1;1;0;1;Palsu
Senar Gitar Akustik (011-052) Elixir Nanoweb 80/20 Bronze 11027;None;3;ooyani260179;2023-02-25;biasa aja;0;0;0;1;1;1;1;0;1;Palsu
Tuner Guitar Clip-On Chromatic Gitar Ukulele Biola Bass Trumpet GT-002;None;3;ortiz_shop;2023-01-16;"Padahal barangnya bagus, tapi nge cek nya mungkin gak pake perasaan, Sebelah tutup jadi Lecet begini.. Harusnya lebih hati"" waktu buka nya karna ini barang Customer.. Biarpun Murah harusnya sesuai yg datang. Tadinya mau ksh Bintang 5. sementara 3 aja untuk ini.";0;0;1;0;0;0;0;0;1;Asli
Senar Gitar Akustik Elektrik (010-047) Philter LX-10 Guitar Strings;Variasi: Akustik (009);2;palenagansa1856;2023-09-08;belum dicoba semoga aja awett;1;1;1;1;1;0;1;1;1;Palsu
Tas Softcase Keyboard YAMAHA PSR S Series Gigbag Digital Piano;None;4;panca7070;2023-07-23;baik;0;0;0;1;1;1;1;0;1;Palsu
Minyak Anti Karat Senar Gitar / Rust Proof Guitar String Oil LSO-05;None;3;pipitaf596;2023-05-23;mantabeee3kkkk;0;0;0;1;1;1;1;0;1;Palsu
Tas Softcase Gitar Elektrik Ransel Electric Guitar Gigbag SCE-80;Variasi: BRANDOS Hitam;4;pungkimartinaningsih;2023-11-26;sesuai harga;0;0;0;1;1;1;1;0;1;Palsu
Adaptor & Kabel Cabang 3 Cumi Pedal Efek Gitar 9V [SK03T + WAC-003];None;3;puturiyanta508;2023-08-08;Pengirimannya lama banget;0;0;0;1;1;0;1;0;1;Palsu
Violin Rubber Round Mute Peredam Karet Biola Bulat Strings VM-03;None;2;queenaraqueenara111;2023-10-22;Saya pesan ini juga kenapa TK ada ya barangnya, tolong lebih amanah lagiiii . Padahal saya udh nunggu lama;0;0;0;0;0;0;0;0;0;Asli
Pick Gitar Holder Tempel Tempat Wadah BONUS Pick Gitar (1 pc) PK-36;Variasi: Hitam;3;r*****5;2023-11-03;biasa;0;0;0;1;1;1;1;0;1;Palsu
Tas Semi Hardcase Cajon Kotak Gigbag Softcase SCC-01B Biru;None;3;r*****a;2023-04-27;utk lapis dalam pake spounbond, bahan yg dipakai kurang bagus Dengan hrg segitu kurang puas dgn kualitas material yg dipake;0;0;0;0;0;0;0;0;0;Asli
Stick Pound Fit Workout Ripstix Poundfit Stik Nylon BRANDOS STKD-65;Variasi: Hijau,Stick Only;4;r*****g;2023-06-15;Pengiriman cepat. Barang sesuai orderan. Kualitas bagus. Harga terjangkau;0;0;0;0;0;0;0;0;0;Asli
Capo Gitar Impor Taiwan D'Astro Gitar Akustik Ukulele DASTRO Murah CP - 592;None;3;r65e920kyw;2023-06-01;Kualitas kurang baik.;0;0;0;0;1;1;1;0;1;Palsu
Senar Gitar Akustik Elektrik (010-047) Philter LX-10 Guitar Strings;Variasi: Akustik (010);4;raffisanada;2023-09-22;ok;0;1;0;1;0;1;1;0;1;Palsu
Drum Pad 8 Inch DW Drums BONUS 1 SET Stick Drumpad DPD-48 Hitam STKD;Variasi: BRANDOS Abu;4;razzel22388;2023-12-24;Baik;0;0;0;1;1;1;1;0;1;Palsu
Castanet BRANDOS Kastanyet Perkusi Mainan Musik Anak Kayu Wood CNT-10;None;4;rennyfaridawatipadang;2023-08-17;bagus;0;0;0;1;1;0;1;0;1;Palsu
Nut Saddle Bridge Pin Kayu Ebony (6 pcs) Gitar Akustik GP-07 SET HITAM;None;1;rexzerrick;2023-11-28;kegedean. masa harus d amplas dulu🗿🗿🗿;0;0;0;0;0;0;1;0;0;Asli
Nut + Saddle Bridge + Pin (6 pcs) Tulang Sapi Gitar Akustik PUTIH;Variasi: Gitar Akustik;3;rizaagungsaputra69;2023-10-22;Saya kira pin nya terbuat dari tulang juga, ternyata plastik. Penjualnya salah kasih keterangan di produknya..;0;0;0;0;0;0;0;0;0;Asli
Marakas Kayu Shaker Maracas Alat Musik Perkusi Krecekan Akustik MK-016;None;4;rosarisari31;2023-08-03;Kecil banget ternyata;0;1;0;0;0;0;1;0;1;Asli
Handle Gitar Tremolo Arm Floyd Rose Guitar Up Down HT-02;Variasi: Silver;3;rusmanmelody;2023-07-13;Terimakasih sudah mendarat sangat cepat sampai tujuan top markotop 🙏;0;0;0;0;1;1;0;0;0;Asli
Busa Mikrofon (1 pc) Microphone Cover Sarung Mic Penutup BS-200;Variasi: Hitam;3;ryanraysaleh;2023-04-10;biasa;0;0;0;1;1;1;1;0;1;Palsu
