Product Name;Variations;Rating;Username;Date;Review;Untruthful Opinion Pelabel 1;Untruthful Opinion Pelabel 2;Untruthful Opinion Pelabel 3;Non-Reviews Pelabel 1;Non-Reviews Pelabel 2;Non-Reviews Pelabel 3;Review Length;Burstiness;Maximum Content Similarity;Label Final
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: 64GB,Gold;5;nanangadipriyoga;2023-05-10;Ok good;0;1;0;1;0;1;1;0;1;Palsu
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Green / Hijau,256GB;4;nandatrip;2023-09-05;Sdh kedua kaklinya belu disini sih, semoga awet.;0;0;0;0;1;1;1;0;0;Asli
Aksesoris (Charger & Earphone);Variasi: Charger 5 Watt 1 Set;5;nencyyoseva14;2023-06-12;dari hape smpe charger beli sni smua..baru kemaren siang nanya admin,co siangan ehh dah sampe sekarang .. barang aman oke banget!;0;0;0;0;0;0;0;0;0;Asli
Aksesoris (Charger & Earphone);Variasi: Charger 5 Watt 1 Set;1;nunnunab;2023-08-03;Buruk banget pokoknya;0;0;0;1;1;1;1;0;0;Asli
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Midnight Green,256GB;5;nurmayulikristiyani;2023-11-06;barang bagus like new.. cuma ada goresan sedikit dan pengirirmannya agak lama. semoga barangnya awet 😊;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,256GB;5;nurwulan214;2023-09-06;Salesnya ramah gais jgn lupa mampir store juga;0;0;0;1;1;0;1;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Coral,256GB;5;nwoerl;2023-11-27;Liat penggunaan 3 hari yaa, terus kamera depannya dapet yg hasilnya merah but its okai yg lainnya aman;0;0;0;0;0;0;0;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: ALL PROVIDER,64GB;5;o*****4;2023-12-30;Barang sampe dengan selamat, kondisi fisik mulus OK. semuanya normal, sinyal all op. admin ramah fasrespon. semoga hpnya awet berkah teros;0;0;0;0;0;0;0;0;1;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 128GB,Purple / Ungu;5;our.pajamas;2023-07-07;Udah 2x order di toko ini, gak pernah kecewa.. hpnya udah sampai dengan selamat 😍 unit yg dikasih bagus banget, seller juga fast respon & ramah banget.. ngasih garansi juga lumayan lama, semoga awet hpnya;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: Spacegray,256GB;5;p*****3;2023-11-18;fisik mulus bgt, ga request tp dikasih BH 94. overall puas bgt sih 😍😍😍;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Midnight Green,64GB;5;p*****7;2023-09-20;Barang dalam kondisi bagus, pengiriman cepat terimakasih seller;0;0;0;0;0;0;0;0;1;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Silver;5;p*****i;2023-06-14;Wah makasih Applehouse Store, ini barangnya sesuai sama harga sih. Ga usah takut beli di sini krn sblm diperjualbelikan udh quality check dulu pastinya. Second inter dengan kualitas yg masih bagus, kinerjanya jg cepat, dpt BH 89% setelah seminggu baru turun 1%🤫.  Layar mulus, kamera juga oke bgtt❤️🌷;0;0;0;0;0;0;1;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,128GB;5;p*****p;2023-11-14;Baik;0;0;0;1;1;1;1;0;1;Palsu
iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 64GB,Purple;5;perbawateguh1;2023-04-29;Bagus bnget barang y gak nyesel beli di sini, admin y juga ramah bnget ,;0;0;0;0;0;0;0;0;0;Asli
Split iPhone;None;5;prita.ariyanti;2023-12-07;Ka bagus bangett alhamdulillah terimakasih atas kepercayaan nya... semua normal aku baru kasih ulasan hmpir mau 1 bukan krna sengaja juga tapi its ok.;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 128GB,Purple / Ungu;5;putramardi;2023-07-05;Barang aman dan sangat bagus;0;0;0;0;0;0;1;0;1;Asli
SPLIT IPHONE SEMARANG;None;5;q*****1;2023-08-13;sudah 2x order disini . Amanahh barang bagusss tanpa cacat😍😍;0;0;0;0;1;0;0;0;0;Asli
iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Green;4;qotimah908;2023-03-20;alhamdulillah sampai juga, semoga awet;0;0;0;1;1;1;1;0;0;Asli
APPLE WATCH SE 40mm / 44mm Second Original;Variasi: Grey,44MM;5;queenetha29;2023-12-14;baik sekali The best;0;0;0;1;1;1;1;0;0;Asli
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Spacegray;5;r*****_;2023-06-18;bgusss bngetttttt wowww;0;0;0;1;1;0;1;0;0;Asli
Leather Case Silicone For Apple IPhone Original;None;4;r*****i;2023-03-29;Standar;0;0;0;1;1;1;1;0;0;Asli
Aksesoris (Charger & Earphone);Variasi: Earphone;5;r*****y;2023-05-04;bagusss suaranya menurut aku nyaring banget klo buat basnya standart si tp tetep enakuenn👍🏻, BERHARAP AWET YA SOALNYA HARGANYA JG GA MURCE BAGI KAUM PELAJAR😀🙏🏻 BAGUS BGT NGET NGET INTINYA;0;0;0;0;0;0;0;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,64GB;5;ra_018;2023-10-11;Ten star.;0;0;0;1;1;1;1;0;0;Asli
Split iPhone;None;5;rahmatiaumrdjais29_;2023-07-07;Bagussss pokoknya... Sblm di kirim.. Semua di infokn dlu🙏🏻🙏🏻🙏🏻;0;0;0;0;0;0;0;0;0;Asli
MACBOOK AIR 2020 13inch (i3 i5 1,1GHz / i7 1,2GHz) SECOND UNIT ORIGINAL;Variasi: SPLIT PAYMENT;5;raihanidema;2023-12-18;mantap !!!;0;0;0;1;1;1;1;0;1;Palsu
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: Gold,256GB;5;raihanrizkyfadilah22;2023-11-15;mulus untuk fisik good masih mulus, tapi untuk sistem masih belum tau. semuanya ok. ya semoga awet deh dan ga terjadi kendala atau masalah yang serius. untuk penjual ramah dan fast respon Terima kasih.;0;0;0;0;0;0;0;0;1;Asli
Split iPhone;None;5;raniwiji;2023-12-01;Maaf ga sesuai fotonya , paket udah sampe min makasih ya;1;1;1;0;0;0;1;0;0;Asli
iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Purple,256GB;5;redwood_industries;2023-11-02;Barang mantap, berfungsi normal;0;0;0;0;0;0;1;0;1;Asli
iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Green;5;restr.id;2023-05-22;Udah kedua kalinya order disini, semua normal dan memuaskan. Tengkyuu;0;0;0;0;0;0;0;0;0;Asli
iPhone 13 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: RED,128GB;5;rioardiyanesa;2023-11-30;Langganan beli disini semoga yang ini amanah yah min..lancar terus buat apel house;0;0;0;0;0;1;0;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Silver;5;riskiiki15;2023-07-01;baranh nyampe dgn selamat semoga awet;0;0;0;1;1;1;1;0;0;Asli
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Spacegray,256GB;5;rizkisuhendra;2023-08-16;Sesuai dengan harga;0;0;0;1;1;1;1;0;1;Palsu
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,128GB;5;rnurroby;2023-12-22;Ketiga kalinya beli diappelhouse, tapi pertama kali online, ramah chat langsung dibalas... tapi tukang kurir lama😔;0;0;0;1;1;1;0;0;0;Asli
Split iPhone;None;5;rpratamaw_;2023-11-21;best;0;0;0;1;1;1;1;0;0;Asli
iPhone 12 Mini 64GB / 128GB / 256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 128GB,Purple;5;s*****4;2023-07-03;body mulus Kya barukk nya responsif bgt, di kabarin klo yg ungu barusan sold out, di suruh nunggu stock lgi ternyata cepet bngt cuma sejaman aja. kondisi juga mulus bgt bh 100% pemakaian seminggu juga nggada penurunan bh dan kendala lain nya. saran aja klo chas jngn pke kabel yg di ksih biar bhnya awet.;0;0;0;0;0;0;0;0;0;Asli
AIRPODS PRO M6 CHIP H2 GENERATION WIRELESS CHARGING CASE;None;4;s*****a;2023-12-06;Mayan lah ya sesuai harga, kadang sering bunyi dan terjeda sendiri gak tau kenapa ☹️;0;0;0;0;0;0;0;0;0;Asli
Aksesoris (Charger & Earphone);Variasi: Cable Type C;1;s*****h;2023-01-21;Baru sehari udh nggak bisa dipake;0;0;0;0;0;0;1;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Gold,256GB;5;s*****r;2023-10-25;Aa seneng sekali . Alhmdulillaah mendarat dgn selamat dan sesuai sama yg dipesan  . Mimin fast respon sekali..  Mantap 🫶;0;0;0;0;0;0;0;0;0;Asli
iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: TERDAFTAR BEACUKAI,128GB;5;saddam_hsp;2023-12-22;sejauh ini masih okey oeky saja Bagus sesuai dengan harga dan merek semoga nda ada kendala untuk kedepanya;0;0;0;0;0;0;0;1;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: TERDAFTAR BEACUKAI,128GB;5;saddam_hsp;2023-12-30;pantasan sangat masuk akal dan bikin tenang Untuk sotrenya sudah okey cuman expedisinya sumpah lama sekali sampai mau ada 2 minggu lebih di penyortiran ini hp tetau kenapa teman teman kalau mau kirim barang kalau pakai jnt pikir baik baik kalau butuhnya cepat;0;0;0;0;0;0;0;1;1;Asli
CHARGER ANKER  (CABLE TYPE C / ADAPTER ANKER TYPE C 20 WATT);Variasi: ADAPTER 20 WATT;5;sayshinta.m31;2023-11-24;bagus bgt sukaaaaa;0;0;0;1;1;0;1;0;1;Palsu
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Spacegray;5;seco_mjg;2023-05-12;Seller iphone rekomendasi Beneran rekomendasi Penjual ramah I-Phone berjalan dgn baik. Ada kartu garansi toko juga Mantap pokok nya Beneran mantap Nex order disni lagi;0;0;0;0;0;0;0;0;0;Asli
iPhone 12 ProMax 128GB/256GB/512GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Pasific Blue,128GB;5;septian_ch;2023-11-08;untuk kondisi fisk sesuai QC dari toko Untuk admin lumayan sangat membantu dari segi informasi Untuk barang yg d terimaa lumayan bagus meskipun bekas ,untuk kualitas  barang di sisi IMEI dan access provider gsm lancar gak ada harus ganti kartu. Semoga kedepan nyaa yg hp bekas dikurangi penerimaan yg lecet lecet di bodynya;0;0;0;0;0;0;1;0;0;Asli
SPLIT IPHONE SEMARANG;None;5;simanyul20;2023-07-11;Pelayanan ramqh, baik , harga terjangkau bisa mencari solusi bersama mengatasi masalah keuangan;0;0;0;1;0;0;0;0;0;Asli
Split iPhone;None;5;siwidwia;2023-07-29;Barang masih mulus, bagus ^^;0;0;0;0;0;0;1;0;0;Asli
SMARTPHONE APPLE  11 64 GB & 128 GB NEW GARANSI RESMI;Variasi: 128 GB;5;solikhahtias14;2023-05-01;Mantappp boskuu, lancar jayaa;0;0;0;0;0;1;1;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: LIMITED PROVIDER,64GB;5;sujikemzillny05;2023-12-29;Mantap kualitas bagus Fungsional semua , recommended buat yang mau beli tapi harga murah dan kualitas oke, Disni jawaban nya;0;0;0;0;0;0;0;0;0;Asli
SMARTPHONE APPLE  11 64 GB & 128 GB NEW GARANSI RESMI;Variasi: 128 GB;5;tantifitriani04;2023-11-05;babguss Sampe dengan selamatt;0;0;0;0;1;0;1;0;1;Asli
MACBOOK Pro RETINA 2015 13inch NON TOUCHBAR i5 2,7 GHz SECOND UNIT ORIGINAL;Variasi: 8/256GB;4;tataalvaro9;2023-09-13;90% mulus;0;0;0;0;0;0;1;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 64GB,Spacegray;5;taufikhimawan29;2023-07-21;Mantan sesuai pesanan..;0;0;0;1;0;1;1;0;1;Palsu
SMARTPHONE APPLE  11 64 GB & 128 GB NEW GARANSI RESMI;Variasi: 64 GB;3;triagusprz;2023-11-04;beli di konter, gk suka karena di krubutin sama staff ya. jadi bikin kurg nyaman 😭;0;0;1;1;1;1;0;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Purple / Ungu;5;trinellwibisana;2023-05-31;wuawwwwww;0;0;0;1;1;1;1;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 64GB,Black / Hitam;5;u*****1;2023-07-25;Pembelian kedua, adminnya baik bgt masyaallah, mau aku repotin dari awal beli sampe deal, untuk kondisi body belakang ada baret2 tapi ga masalah namanya jg beli barang second jadi wajar2 aja yg penting unit ga bermasalah. Thanks applehouse.store✨;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Green / Hijau,256GB;4;u*****d;2023-11-06;Layarnya katanya mulus padahal ada leceeett lumayann but isokeeyyy 👍🏻, yang disayangkan baterainya borosss abisss padahal BH 100%🫢 tapi masa turun sampe 10% dalam waktu 3 jam, padahal kondisi data wifi dll mati, ga dimainin sama sekali. Udah coba complaint tapi nda ada solusi yang oke🫢Makasih🙏;0;0;0;0;0;0;1;0;0;Asli
Split iPhone;None;5;v*****n;2023-08-10;Terimakasih. Barang sudah sampai tujuan. Sangat aman, amanah belanja di toko ini. Sukses selalu kak. Amin;0;0;0;1;0;0;0;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: White / Putih,64GB;5;v*****s;2023-12-16;baguss bgttt pengiriman nya jg cepettt;0;0;0;0;0;0;1;0;1;Asli
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: UNIT BEACUKAI,256GB;5;v*****z;2023-12-20;Sudah sampai.. pesanan teman.. puas dan rekomended. Makasii ya;0;0;0;1;0;0;0;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,128GB;5;vadeliasya;2023-12-15;Minta yg battery health nya terbaik dikasi yang 90% an hehe thankyouuu....;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: 64GB,Midnight Green;5;via861015;2023-04-30;dapet baterai health 85 its okey;0;0;0;0;0;0;1;0;0;Asli
MACBOOK PRO RETINA 2017 13 inch NON TOUCHBAR i5 2,3 Ghz, i7 2,5 Ghz Second Unit Original;Variasi: i5 2,3 GHz 8/128 GB;5;viiiaaannn;2023-09-19;"Alhamdulillah dapet unit yang Mulus bet, like new.. no kaleng""... untuk fungsi sejauh ini aman... 👍 Dan yang paling keren Mimin nya bener"" all out dalam ngejelasin unitnya. Puas dah belanja disini.. highly recomended👍👍.";0;0;0;0;0;0;0;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Spacegray;5;vini3103;2023-05-19;Anak ku happy hp nya sudah sampai dengan cepat & selamat sesuai yang diharapkan, hpnya imut, bagus, masih mulus, dapat BH 90 %, semuanya lengkap, ada kartu garansinya jg, packaging aman, harga juga masih termasuk terjangkau sesuai, meskipun awalnya ingin warna silver atau gold tetapi stok kosong, tp ya sudah tdk apa2 anaknya tetap happy, semoga awet. Yuk yg mau order jangan ragu dijamin seller amanah in sya Allah. Next order lg. Thanks seller sukses selalu. 🙂;0;0;0;0;0;0;1;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Gold,256GB;5;w*****6;2023-09-10;Admin baik dan ramah..sabar jawab setiap pertanyaan dengan detail dan telaten.. pas barang sampai seneng banget karena nampak like new.. BH 93% mantap pokonya puas belanja di appelstore..ahirnya aku pakai iPhone juga😭🥰;0;0;0;0;0;0;0;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: Silver,64GB;5;wahyu_baweng27;2023-09-28;Kualitas terbaik barangnya ori mulus dan dapat bh yang 94% semoga awet hpnya;0;0;0;0;0;0;0;0;0;Asli
MACBOOK AIR 2019 13inch (i5 1,6GHz) SECOND UNIT ORIGINAL;Variasi: SPLIT PAYMENT;3;wdyekaaprll;2023-12-21;hrusnya bonus kartu perdana tapi pas sampe rumah kartu perdananya ga ada :(;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Green / Hijau,256GB;5;wjduna21;2023-12-23;Pengiriman cepat, packing kayu tanpa diminta jd barang sampai keadaan selamat dan aman. Bat Health dikasi masih 95% yeayyy, barang mulus. Semoga awet kedepannya;0;0;0;0;0;0;0;0;0;Asli
iPhone 11 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: 128GB,Purple / Ungu;5;x*****k;2023-06-09;Bismillah semoga awet;0;0;0;1;1;1;1;0;1;Palsu
MACBOOK PRO 2014 13inch NONTOUCHBAR (I5 2,6GHz) Second Unit Original;Variasi: 8GB/128GB;5;y*****s;2023-11-29;Bagus bangeetttttt dan barangnya mulussssssss Recomended bangettt;0;0;0;0;0;0;0;0;0;Asli
iPhone 12 64GB/128GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: White,64GB;5;yogilegato212;2023-10-04;penjual ramah;0;0;0;1;1;1;1;0;1;Palsu
iPhone 11 Pro 64GB/256GB Bekas Second Original;Variasi: Midnight Green,256GB;4;yolandamaharaniputri;2023-10-03;Kacau bangeettt sampai skrng unit belum diterima krn bolak balik retur dg kondisi unit yang bermasalah, rugiiiiii waktu dan biaya ongkir. Sangat menyulitkan dan merugikan. Penggantian dll nya lambat sampai skrng belum diatasi dg baik. KECEWA PARAH!!!!! Hati-hati yang bakal order disini;1;1;1;0;0;0;0;0;0;Asli
SMARTPHONE APPLE  11 64 GB & 128 GB NEW GARANSI RESMI;Variasi: 64 GB;5;yulia.aja;2023-11-04;Pertama kali beli ip online ,mudah²an terbaik ..smpat ragu dan berkali kali chat admin tp responnya sllu baik ..merasa puas walaupun online ..pertahankan dan smoga lbih baik kak.mudah²an ip ku awet;0;0;0;0;0;0;0;0;0;Asli
iPhone  XR 64GB/128GB/256GB Bekas Original 100% | NORMAL MULUS FULLSET;Variasi: Black / Hitam,64GB;5;yusnitanit;2023-09-18;Thx reseler barang cepat sampai Ini pembelian ke 2 x nya sudah dicoba anak saya ok...tapi sayang pengemasanya kurang rapih harusnya lebih septi lagi Thx reseler;0;0;0;1;0;0;0;0;0;Asli
iPhone XS 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Gold;5;yusrina_wijaya;2023-05-08;Baterai healthnya masih mantul sekali;0;0;0;0;0;0;1;0;0;Asli
iPhone 11 Pro Max 64GB/256GB/512GB Bekas Second Original 100% | NORMAL MULUS FULLSET;Variasi: 256GB,Spacegray;4;zaki_ec;2023-01-11;Respon penjual baik,barang sesuai pesanan,semoga awet dan tidak ada masalah...sukses selalu buat penjual semoga berkah;0;0;0;0;0;0;0;0;0;Asli
Oppo Reno 8T 5G 8/128 & 8/256 Garansi Resmi oppo;Variasi: Hitam,8T 5G 8/256;5;.*****y;2023-07-20;Terimakasih...... barang sudah diterima dalam kondisi baik dan bagus. Tokonya amanah..;0;0;0;0;0;0;0;0;1;Asli
Oppo Reno 8T 5G 8/128 & 8/256 Garansi Resmi oppo;Variasi: Hitam,8T 5G 8/256;5;0903n;2023-12-20;paling murah daripada toko lain;0;0;0;1;1;1;1;0;0;Asli
Oppo Reno 8T 5G 8/128 & 8/256 Garansi Resmi oppo;Variasi: gold,8T 5G 8/256;5;11jefry_.;2023-12-29;Barang sesuai pesanan the best, tapi pengiriman lambat tapi okelah recommended 👍👍;0;0;0;1;0;0;0;0;0;Asli
Samsung A14 5G (6Gb+6Gb/128Gb (FREE TRAVEL ADAPTOR) Garasi SEIN 1 TAHUN;Variasi: black,A14 5G 6/128;5;12345rusniyah;2023-08-19;Bagus sesuai;0;0;0;1;0;0;1;0;1;Asli
Oppo A58 6/128 Garansi resmi Oppo;Variasi: A58 6/128 Black;5;21_05.86;2023-08-30;Bagus...produk ori;0;0;0;0;0;0;1;0;0;Asli
Vivo Y22 4/64, 4/128 & 6/128 Garansi Resmi Vivo 1 Tahun;Variasi: Green,4/128;5;2drzbje5ht;2023-05-03;Sepadan dngn hrga;0;0;0;1;1;1;1;0;0;Asli
Samsung A24 8/128 ( FREE TRAVEL ADAPTOR) resmi Sein;Variasi: black;5;a*****1;2023-08-25;Pengiriman cepat respon penjual baik barang kwalitas bagus material baik semoga awet terimakasih seller shppee 👍👍👍👍👍👍;0;0;0;0;0;0;0;0;0;Asli
Vivo Y17s New 100% Segel Ram6/128Gb resmi vivo 1 tahun;Variasi: Ungu,6/128;5;a*****2;2023-11-02;Baik sesuai pesanan pakai instan jadi ngak ada 1 jam sudah sampai.. semoga awet 🤲 terimakasih 🙏;0;0;0;0;0;0;0;0;0;Asli
Vivo V29e 5G New Segel 8/256 Garansi resmi;Variasi: V29e 5G Biru;5;a*****7;2023-12-27;Alhamdulillah,, keren pokoknya.. Pengiriman juga wuuussssst.. pesan kemarin siang sekarang sudah datang.. Thangkiyi seller, thangkiyu kurir..;0;0;0;0;1;1;0;0;0;Asli
Samsung  A54 5G 8/128 & 8/256 ( FREE TAMPER & SILIKON ) Garansi resmi 1 Tahun;Variasi: violet,8/256;5;a*****9;2023-06-21;sangat puaasss belanja online di lapak ini respon cepat tangap barangnypun ok ori segel di jamin Amanah sekali beli di lapak ini terima kasih atas pelayanya buat kurirnya ok professional kurir.;0;0;0;0;0;0;0;0;0;Asli
Oppo A58 6/128 Garansi resmi Oppo;Variasi: A58 6/128 Green;4;a*****a;2023-08-24;Pengiriman aman pakai grab express,,cpet juga smpex Semoga awet hpx,,,makasih kak🙏;0;0;0;1;0;1;0;0;0;Asli
Vivo Y27s 8/128 & 8/256 New 100% Segel Garansi Resmi vivo;Variasi: Y27s 8/128 Green;4;a*****a;2023-12-28;Sudh 2x beli di toko ini,,,sellerx ramah dan respon banget makasih juga gratisanx🙏;0;0;0;0;0;0;0;0;0;Asli
Samsung  A54 5G 8/128 & 8/256 ( FREE ADAPTOR 25Wat ) Garansi resmi 1 Tahun;Variasi: Hitam,8/256;5;a*****p;2023-09-12;Mantap;0;0;0;1;1;1;1;0;1;Palsu
Samsung  A54 5G 8/128 & 8/256 ( FREE ADAPTOR 25Wat ) Garansi resmi 1 Tahun;Variasi: violet,8/128;5;a*****s;2023-09-24;Terima kasih atas layanan nya. barang di packing dg bubble tebal barang aman, HP kondisi normal dan bisa langsung digunakan. Lapak terpercaya;0;0;0;0;0;0;0;0;0;Asli
Samsung A14 5G (6Gb+6Gb/128Gb (FREE TRAVEL ADAPTOR) Garasi SEIN 1 TAHUN;Variasi: Dark Red,A14 4G 4/128;5;aankarina85;2023-11-29;seller komunikasinya bagusss... mantapp Ori;0;0;0;0;0;0;1;0;0;Asli
Vivo Y17s New 100% Segel Ram6/128Gb resmi vivo 1 tahun;Variasi: Green,6/128;5;abbasazzamkhan;2023-10-27;Sesuai pesanan,tidak ada kendala,mantaaaaapp;0;0;0;0;0;0;1;0;0;Asli
from type C to konektor headset;None;5;abu_bakar.99;2023-09-25;Belum coba, semoga baik & cocok;1;1;1;1;0;0;1;1;1;Palsu
Vivo V29 5G 8Gb/256Gb & 12Gb/512Gb Garansi Resmi 1 Tahun;Variasi: Red,12/256;5;abu_bakar.99;2023-09-25;Barang bagus, ORI, segel & lengkap;0;0;0;0;0;0;1;1;0;Asli
Realme C53 6/128 Garansi Resmi Realme 1 Tahun;Variasi: hitam;5;achzubaidiaassyfii;2023-12-09;oke;0;1;0;1;0;1;1;1;1;Palsu
Oppo Reno 10 5G Ram 8/256 100% Baru Garansi Resmi Oppo 1 Tahun;Variasi: ice blue;5;achzubaidiaassyfii;2023-11-20;baik² lah;0;0;0;1;1;1;1;1;1;Palsu
Vivo V27 E 8/256 & 12/256 Garansi Resmi 1 tahun;Variasi: V27 E 8/256 hitam;5;adebagus1705;2023-06-02;Barang sesuai pesanan semoga awet;0;0;0;0;0;0;1;0;1;Asli
Vivo V27 5G 8/256 Garansi Resmi vivo 1 Tahun;Variasi: V27 5G Gold;5;adellpatricia;2023-06-29;Barangnya bagus. Admin sangatt memuaskan juga. Untuk harga lebih murah dari toko lain . Semoga amanah selalu ya kak.;0;0;0;0;0;0;0;0;0;Asli
Oppo Reno 10 5G 8/256 Garansi Resmi Oppo 1 Tahun;Variasi: biru;5;adelyaayubk;2023-09-03;Termasuk paling murah dan paling cepet sampeknyaaa🥰🤗Penjualnya begitu ramah sekali😍🤌🙏;0;0;0;1;0;0;0;0;0;Asli
Oppo A78 8/256 garansi resmi oppo 1 tahun;Variasi: Black,A78 4G NFC;5;afan_yiin;2023-10-24;Kualitas barang sangat bagus,  harga murah,  pengiriman sangat cepat makasihh kakkk;0;0;0;0;0;0;0;0;1;Asli
Samsung A14 5G (6Gb+6Gb/128Gb (FREE TRAVEL ADAPTOR) Garasi SEIN 1 TAHUN;Variasi: black,A14 4G 6/128;5;afifatulsr;2023-12-09;Dtg dengan kondisi baik. Tapi admin kurang ramah;0;0;0;0;0;0;1;0;0;Asli
Oppo Reno 8T (8+8/256) Garansi Resmi Oppo;Variasi: Black,no bonus;5;aimmatulhusna12;2023-04-17;Sudah kedua kalinya beli disini.. Toko Amanah dan Barang Original.. Terima kasih 🙏😊;0;0;0;0;0;0;0;0;0;Asli
OPPO A38 Ram 4Gb internal 128Gb garansi Resmi Oppo;Variasi: Gold;5;ainurrizal885;2023-11-19;Alhamdulillah barang sampai dengan selamat tampa cacat,, barang sesuai,, toko amanah, terima kasih bonusnya.;0;0;0;0;0;0;0;0;1;Asli
Vivo V27 5G 8/256 Garansi Resmi vivo 1 Tahun;Variasi: V27 5G hitam;5;aiohronline;2023-06-16;Pengiriman super cepat;0;0;0;1;1;1;1;0;1;Palsu
Samsung A14 5G (6Gb+6Gb/128Gb (FREE TRAVEL ADAPTOR) Garasi SEIN 1 TAHUN;Variasi: black,A14 5G 6/128;5;ais_aisyah30;2023-06-10;Mantap.. Makasih kak;0;0;0;1;1;1;1;0;1;Palsu
